Date,State,Total_Cases,New_Cases,Total_Deaths,New_Deaths
2021-01-17,WA,288656,2422,3903,0
2021-01-18,WA,290276,1620,3903,0
2021-01-19,WA,291270,994,3940,37
2021-01-20,WA,292813,1543,3940,0
2021-01-21,WA,294548,1735,4065,125
2021-01-22,WA,297147,2599,4114,49
2021-01-23,WA,298900,1753,4114,0
2021-01-24,WA,300779,1879,4114,0
2021-01-25,WA,301670,891,4148,34
2021-01-26,WA,302635,965,4167,19
2021-01-27,WA,304226,1591,4211,44
2021-01-28,WA,305704,1478,4243,32
2021-01-29,WA,308527,2823,4285,42
2021-01-30,WA,310247,1720,4284,-1
2021-01-31,WA,311925,1678,4285,1
2021-02-01,WA,312929,1004,4318,33
2021-02-02,WA,313889,960,4316,-2
2021-02-03,WA,314756,867,4388,72
2021-02-04,WA,316827,2071,4416,28
2021-02-05,WA,318099,1272,4449,33
2021-02-06,WA,319080,981,4449,0
2021-02-07,WA,320885,1805,4449,0
2021-02-08,WA,321758,873,4451,2
2021-02-09,WA,322447,689,4558,107
2021-02-10,WA,323617,1170,4603,45
2021-02-11,WA,324995,1378,4633,30
2021-02-12,WA,326053,1058,4675,42
2021-02-13,WA,326951,898,4675,0
2021-02-14,WA,327661,710,4675,0
2021-02-15,WA,328460,799,4675,0
2021-02-16,WA,328970,510,4709,34
2021-02-17,WA,329720,750,4759,50
2021-02-18,WA,330731,1011,4803,44
2021-02-19,WA,332003,1272,4822,19
2021-02-20,WA,332832,829,4822,0
2021-02-21,WA,333619,787,4822,0
2021-02-22,WA,334180,561,4857,35
2021-02-23,WA,334694,514,4881,24
2021-02-24,WA,335583,889,4912,31
2021-02-25,WA,336578,995,4942,30
2021-02-26,WA,337750,1172,4956,14
2021-02-27,WA,338644,894,4956,0
2021-02-28,WA,339476,832,4956,0
2021-03-01,WA,339951,475,4969,13
2021-03-02,WA,340322,371,4988,19
2021-03-03,WA,341335,1013,5012,24
2021-03-04,WA,342081,746,5032,20
2021-03-05,WA,342922,841,5041,9
2021-03-06,WA,343687,765,5041,0
2021-03-07,WA,344407,720,5041,0
2021-03-08,WA,345018,611,5063,22
2021-03-09,WA,345373,355,5077,14
2021-03-10,WA,346065,692,5100,23
2021-03-11,WA,346739,674,5107,7
2021-03-12,WA,347750,1011,5123,16
2021-03-13,WA,348444,694,5123,0
2021-03-14,WA,349114,670,5123,0
2021-03-15,WA,349716,602,5135,12
2021-03-16,WA,350325,609,5149,14
2021-03-17,WA,351104,779,5156,7
2021-03-18,WA,352050,946,5168,12
2021-03-19,WA,352971,921,5174,6
2021-03-20,WA,353966,995,5174,0
2021-03-21,WA,354647,681,5174,0
2021-03-22,WA,355173,526,5183,9
2021-03-23,WA,355808,635,5186,3
2021-03-24,WA,356620,812,5200,14
2021-03-25,WA,357414,794,5213,13
2021-03-26,WA,358430,1016,5218,5
2021-03-27,WA,359761,1331,5218,0
2021-03-28,WA,360738,977,5218,0
2021-03-29,WA,361650,912,5226,8
2021-03-30,WA,362402,752,5237,11
2021-03-31,WA,363475,1073,5247,10
2021-04-01,WA,364471,996,5262,15
2021-04-02,WA,365936,1465,5278,16
2021-04-03,WA,367057,1121,5278,0
2021-04-04,WA,368320,1263,5278,0
2021-04-05,WA,369078,758,5285,7
2021-04-06,WA,369793,715,5299,14
2021-04-07,WA,370881,1088,5306,7
2021-04-08,WA,371914,1033,5316,10
2021-04-09,WA,373289,1375,5322,6
2021-04-10,WA,374792,1503,5322,0
2021-04-11,WA,376265,1473,5322,0
2021-04-12,WA,376650,385,5329,7
2021-04-13,WA,378082,1432,5340,11
2021-04-14,WA,379190,1108,5357,17
2021-04-15,WA,380530,1340,5362,5
2021-04-16,WA,382242,1712,5380,18
2021-04-17,WA,383906,1664,5380,0
2021-04-18,WA,385674,1768,5380,0
2021-04-19,WA,386197,523,5394,14
2021-04-20,WA,387377,1180,5407,13
2021-04-21,WA,389126,1749,5422,15
2021-04-22,WA,390746,1620,5428,6
2021-04-23,WA,392142,1396,5434,6
2021-04-24,WA,393888,1746,5434,0
2021-04-25,WA,395235,1347,5434,0
2021-04-26,WA,396500,1265,5450,16
2021-04-27,WA,397416,916,5462,12
2021-04-28,WA,398912,1496,5474,12
2021-04-29,WA,399858,946,5487,13
2021-04-30,WA,401488,1630,5499,12
2021-05-01,WA,403632,2144,5499,0
2021-05-02,WA,405071,1439,5499,0
2021-05-03,WA,406244,1173,5507,8
2021-05-04,WA,407159,915,5528,21
2021-05-05,WA,408285,1126,5539,11
2021-05-06,WA,409801,1516,5553,14
2021-05-07,WA,411384,1583,5564,11
2021-05-08,WA,412785,1401,5564,0
2021-05-09,WA,413940,1155,5564,0
2021-05-10,WA,414712,772,5586,22
2021-05-11,WA,415465,753,5593,7
2021-05-12,WA,416878,1413,5614,21
2021-05-13,WA,417979,1101,5626,12
2021-05-14,WA,419519,1540,5622,-4
2021-05-15,WA,420511,992,5619,-3
2021-05-16,WA,421900,1389,5622,3
2021-05-17,WA,422535,635,5640,18
2021-05-18,WA,423113,578,5653,13
2021-05-19,WA,423944,831,5673,20
2021-05-20,WA,424893,949,5690,17
2021-05-21,WA,426189,1296,5702,12
2021-05-22,WA,427416,1227,5702,0
2021-05-23,WA,427744,328,5702,0
2021-05-24,WA,427826,82,5709,7
2021-05-25,WA,429340,1514,5722,13
2021-05-26,WA,431141,1801,5741,19
2021-05-27,WA,432357,1216,5754,13
2021-05-28,WA,433762,1405,5765,11
2021-05-29,WA,434298,536,5765,0
2021-05-30,WA,435138,840,5765,0
2021-05-31,WA,435685,547,5765,0
2021-06-01,WA,436084,399,5789,24
2021-06-02,WA,436793,709,5801,12
2021-06-03,WA,437538,745,5821,20
2021-06-04,WA,438349,811,5836,15
2021-06-05,WA,439030,681,5836,0
2021-06-06,WA,439601,571,5836,0
2021-06-07,WA,439967,366,5856,20
2021-06-08,WA,440489,522,5785,-71
2021-06-09,WA,441168,679,5793,8
2021-06-10,WA,441784,616,5803,10
2021-06-11,WA,442479,695,5815,12
2021-06-12,WA,443086,607,5815,0
2021-06-13,WA,443542,456,5815,0
2021-06-14,WA,443825,283,5782,-33
2021-06-15,WA,444249,424,5800,18
2021-06-16,WA,444714,465,5801,1
2021-06-17,WA,445392,678,5810,9
2021-06-18,WA,445904,512,5810,0
2021-06-19,WA,446346,442,5820,10
2021-06-20,WA,446732,386,5820,0
2021-06-21,WA,446986,254,5838,18
2021-06-22,WA,447332,346,5843,5
2021-06-23,WA,448132,800,5889,46
2021-06-24,WA,448707,575,5898,9
2021-06-25,WA,449178,471,5902,4
2021-06-26,WA,449629,451,5902,0
2021-06-27,WA,449963,334,5906,4
2021-06-28,WA,450185,222,5911,5
2021-06-29,WA,450449,264,5920,9
2021-06-30,WA,450803,354,5930,10
2021-07-01,WA,451263,460,5938,8
2021-07-02,WA,451731,468,5939,1
2021-07-03,WA,452115,384,5944,5
2021-07-04,WA,452474,359,5949,5
2021-07-05,WA,452801,327,5954,5
2021-07-06,WA,452935,134,5960,6
2021-07-07,WA,453306,371,5973,13
2021-07-08,WA,453833,527,5986,13
2021-07-09,WA,454353,520,5997,11
2021-07-10,WA,455079,726,5998,1
2021-07-11,WA,455546,467,5999,1
2021-07-12,WA,456009,463,6000,1
2021-07-13,WA,457333,1324,6022,22
2021-07-14,WA,458035,702,6027,5
2021-07-15,WA,458825,790,6036,9
2021-07-16,WA,459572,747,6042,6
2021-07-17,WA,460192,620,6042,0
2021-07-18,WA,460901,709,6042,0
2021-07-19,WA,461431,530,6043,1
2021-07-20,WA,462154,723,6056,13
2021-07-21,WA,462984,830,6063,7
2021-07-22,WA,464306,1322,6066,3
2021-07-23,WA,465592,1286,6078,12
2021-07-24,WA,466947,1355,6081,3
2021-07-25,WA,467961,1014,6084,3
2021-07-26,WA,468823,862,6089,5
2021-07-27,WA,469796,973,6097,8
2021-07-28,WA,470862,1066,6100,3
2021-07-29,WA,471824,962,6119,19
2021-07-30,WA,472525,701,6122,3
2021-07-31,WA,473641,1116,6123,1
2021-08-01,WA,474296,655,6124,1
2021-08-02,WA,475316,1020,6127,3
2021-08-03,WA,477436,2120,6136,9
2021-08-04,WA,482831,5395,6145,9
2021-08-05,WA,485304,2473,6155,10
2021-08-06,WA,487978,2674,6168,13
2021-08-07,WA,490324,2346,6171,3
2021-08-08,WA,492483,2159,6174,3
2021-08-09,WA,494457,1974,6177,3
2021-08-10,WA,496019,1562,6187,10
2021-08-11,WA,498939,2920,6204,17
2021-08-12,WA,502875,3936,6215,11
2021-08-13,WA,506411,3536,6239,24
2021-08-14,WA,509631,3220,6242,3
2021-08-15,WA,512296,2665,6245,3
2021-08-16,WA,514382,2086,6248,3
2021-08-17,WA,516555,2173,6269,21
2021-08-18,WA,519267,2712,6297,28
2021-08-19,WA,523571,4304,6330,33
2021-08-20,WA,527395,3824,6356,26
2021-08-21,WA,530967,3572,6365,9
2021-08-22,WA,533830,2863,6374,9
2021-08-23,WA,536211,2381,6383,9
2021-08-24,WA,538984,2773,6417,34
2021-08-25,WA,541991,3007,6448,31
2021-08-26,WA,545808,3817,6471,23
2021-08-27,WA,550025,4217,6507,36
2021-08-28,WA,553583,3558,6516,9
2021-08-29,WA,556574,2991,6525,9
2021-08-30,WA,559000,2426,6534,9
2021-08-31,WA,562320,3320,6574,40
2021-09-01,WA,566064,3744,6611,37
2021-09-02,WA,570272,4208,6643,32
2021-09-03,WA,574608,4336,6691,48
2021-09-04,WA,578583,3975,6704,13
2021-09-05,WA,581545,2962,6717,13
2021-09-06,WA,584107,2562,6730,13
2021-09-07,WA,586247,2140,6745,15
2021-09-08,WA,589178,2931,6791,46
2021-09-09,WA,593043,3865,6850,59
2021-09-10,WA,597389,4346,6918,68
2021-09-11,WA,601173,3784,6939,21
2021-09-12,WA,604093,2920,6960,21
2021-09-13,WA,606886,2793,6981,21
2021-09-14,WA,609732,2846,7037,56
2021-09-15,WA,613469,3737,7089,52
2021-09-16,WA,616655,3186,7145,56
2021-09-17,WA,620707,4052,7201,56
2021-09-18,WA,624268,3561,7224,23
2021-09-19,WA,626657,2389,7247,23
2021-09-20,WA,628634,1977,7271,24
2021-09-21,WA,631166,2532,7315,44
2021-09-22,WA,633497,2331,7373,58
2021-09-23,WA,637666,4169,7434,61
2021-09-24,WA,640776,3110,7494,60
2021-09-25,WA,644136,3360,7505,11
2021-09-26,WA,647237,3101,7516,11
2021-09-27,WA,649675,2438,7528,12
2021-09-28,WA,652397,2722,7591,63
2021-09-29,WA,655146,2749,7654,63
2021-09-30,WA,658080,2934,7726,72
2021-10-01,WA,661382,3302,7765,39
2021-10-02,WA,664507,3125,7779,14
2021-10-03,WA,666490,1983,7793,14
2021-10-04,WA,668375,1885,7807,14
2021-10-05,WA,670769,2394,7860,53
2021-10-06,WA,673359,2590,7917,57
2021-10-07,WA,676300,2941,7972,55
2021-10-08,WA,678617,2317,8022,50
2021-10-09,WA,681079,2462,8036,14
2021-10-10,WA,683125,2046,8050,14
2021-10-11,WA,684737,1612,8064,14
2021-10-12,WA,686526,1789,8101,37
2021-10-13,WA,689196,2670,8152,51
2021-10-14,WA,692039,2843,8198,46
2021-10-15,WA,694641,2602,8234,36
2021-10-16,WA,697121,2480,8256,22
2021-10-17,WA,699010,1889,8278,22
2021-10-18,WA,700367,1357,8300,22
2021-10-19,WA,701969,1602,8322,22
2021-10-20,WA,704407,2438,8371,49
2021-10-21,WA,707536,3129,8417,46
2021-10-22,WA,710015,2479,8451,34
2021-10-23,WA,712157,2142,8451,0
2021-10-24,WA,714032,1875,8451,0
2021-10-25,WA,715783,1751,8480,29
2021-10-26,WA,717415,1632,8511,31
2021-10-27,WA,719010,1595,8554,43
2021-10-28,WA,722360,3350,8585,31
2021-10-29,WA,724921,2561,8628,43
2021-10-30,WA,726759,1838,8628,0
2021-10-31,WA,728420,1661,8628,0
2021-11-01,WA,729599,1179,8659,31
2021-11-02,WA,731447,1848,8696,37
2021-11-03,WA,733121,1674,8727,31
2021-11-04,WA,735476,2355,8767,40
2021-11-05,WA,737307,1831,8798,31
2021-11-06,WA,739574,2267,8798,0
2021-11-07,WA,741314,1740,8798,0
2021-11-08,WA,742532,1218,8827,29
2021-11-09,WA,744008,1476,8857,30
2021-11-10,WA,745999,1991,8857,0
2021-11-11,WA,747874,1875,8857,0
2021-11-12,WA,750114,2240,8933,76
2021-11-13,WA,751803,1689,8934,1
2021-11-14,WA,753149,1346,8934,0
2021-11-15,WA,754660,1511,8990,56
2021-11-16,WA,755964,1304,9029,39
2021-11-17,WA,758133,2169,9056,27
2021-11-18,WA,760158,2025,9086,30
2021-11-19,WA,761868,1710,9110,24
2021-11-20,WA,763398,1530,9110,0
2021-11-21,WA,764281,883,9110,0
2021-11-22,WA,765668,1387,9139,29
2021-11-23,WA,766719,1051,9177,38
2021-11-24,WA,767837,1118,9208,31
2021-11-25,WA,768962,1125,9208,0
2021-11-26,WA,770730,1768,9208,0
2021-11-27,WA,771288,558,9208,0
2021-11-28,WA,771965,677,9208,0
2021-11-29,WA,772736,771,9257,49
2021-11-30,WA,774116,1380,9303,46
2021-12-01,WA,776357,2241,9345,42
2021-12-02,WA,778481,2124,9380,35
2021-12-03,WA,780522,2041,9413,33
2021-12-04,WA,782337,1815,9413,0
2021-12-05,WA,783540,1203,9413,0
2021-12-06,WA,783788,248,9436,23
2021-12-07,WA,785725,1937,9460,24
2021-12-08,WA,786959,1234,9497,37
2021-12-09,WA,788583,1624,9535,38
2021-12-10,WA,790121,1538,9554,19
2021-12-11,WA,791544,1423,9554,0
2021-12-12,WA,792749,1205,9554,0
2021-12-13,WA,793541,792,9580,26
2021-12-14,WA,794628,1087,9608,28
2021-12-15,WA,796110,1482,9635,27
2021-12-16,WA,797986,1876,9653,18
2021-12-17,WA,800083,2097,9674,21
2021-12-18,WA,802345,2262,9674,0
2021-12-19,WA,804063,1718,9674,0
2021-12-20,WA,805519,1456,9695,21
2021-12-21,WA,807240,1721,9725,30
2021-12-22,WA,809330,2090,9755,30
2021-12-23,WA,813530,4200,9784,29
2021-12-24,WA,818875,5345,9784,0
2021-12-25,WA,825016,6141,9784,0
2021-12-26,WA,830062,5046,9784,0
2021-12-27,WA,833902,3840,9801,17
2021-12-28,WA,837148,3246,9822,21
2021-12-29,WA,841922,4774,9839,17
2021-12-30,WA,848785,6863,9853,14
2021-12-31,WA,859150,10365,9853,0
2022-01-01,WA,867284,8134,9853,0
2022-01-02,WA,874987,7703,9853,0
2022-01-03,WA,880577,5590,9853,0
2022-01-04,WA,887358,6781,9909,56
2022-01-05,WA,898355,10997,9909,0
2022-01-06,WA,913389,15034,9974,65
2022-01-07,WA,930425,17036,10004,30
2022-01-08,WA,945252,14827,10004,0
2022-01-09,WA,963859,18607,10004,0
2022-01-10,WA,977038,13179,10028,24
2022-01-11,WA,991041,14003,10026,-2
2022-01-12,WA,1008386,17345,10103,77
2022-01-13,WA,1024650,16264,10143,40
2022-01-14,WA,1041044,16394,10196,53
2022-01-15,WA,1057514,16470,10196,0
2022-01-16,WA,1074422,16908,10196,0
2022-01-17,WA,1091028,16606,10196,0
2022-01-18,WA,1098435,7407,10230,34
2022-01-19,WA,1112430,13995,10230,0
2022-01-20,WA,1130890,18460,10339,109
2022-01-21,WA,1148553,17663,10405,66
2022-01-22,WA,1166895,18342,10405,0
2022-01-23,WA,1184242,17347,10405,0
2022-01-24,WA,1200223,15981,10458,53
2022-01-25,WA,1208714,8491,10540,82
2022-01-26,WA,1223021,14307,10580,40
2022-01-27,WA,1245881,22860,10647,67
2022-01-28,WA,1259624,13743,10699,52
2022-01-29,WA,1278581,18957,10699,0
2022-01-30,WA,1294968,16387,10699,0
2022-01-31,WA,1303700,8732,10776,77
2022-02-01,WA,1310881,7181,10776,0
2022-02-02,WA,1320497,9616,10845,69
2022-02-03,WA,1329563,9066,10845,0
2022-02-04,WA,1337015,7452,10967,122
2022-02-05,WA,1345939,8924,10967,0
2022-02-06,WA,1350726,4787,10967,0
2022-02-07,WA,1353945,3219,11099,132
2022-02-08,WA,1358042,4097,11099,0
2022-02-09,WA,1365202,7160,11194,95
2022-02-10,WA,1370971,5769,11194,0
2022-02-11,WA,1375061,4090,11316,122
2022-02-12,WA,1380164,5103,11316,0
2022-02-13,WA,1382407,2243,11316,0
2022-02-14,WA,1384405,1998,11373,57
2022-02-15,WA,1386881,2476,11373,0
2022-02-16,WA,1390386,3505,11522,149
2022-02-17,WA,1393726,3340,11522,0
2022-02-18,WA,1396347,2621,11615,93
2022-02-19,WA,1399545,3198,11615,0
2022-02-20,WA,1404109,4564,11615,0
2022-02-21,WA,1405091,982,11615,0
2022-02-22,WA,1405823,732,11615,0
2022-02-23,WA,1408869,3046,11732,117
2022-02-24,WA,1412348,3479,11732,0
2022-02-25,WA,1415430,3082,11831,99
2022-02-26,WA,1417870,2440,11831,0
2022-02-27,WA,1422458,4588,11831,0
2022-02-28,WA,1423194,736,11866,35
2022-03-01,WA,1424626,1432,11919,53
2022-03-02,WA,1426482,1856,11954,35
2022-03-03,WA,1428226,1744,11954,0
2022-03-04,WA,1429857,1631,12025,71
2022-03-05,WA,1431256,1399,12025,0
2022-03-06,WA,1431953,697,12025,0
2022-03-07,WA,1432084,131,12076,51
2022-03-08,WA,1433125,1041,12105,29
2022-03-09,WA,1434696,1571,12133,28
2022-03-10,WA,1436343,1647,12133,0
2022-03-11,WA,1437841,1498,12183,50
2022-03-12,WA,1439349,1508,12183,0
2022-03-13,WA,1440306,957,12183,0
2022-03-14,WA,1440609,303,12219,36
2022-03-15,WA,1441756,1147,12219,0
2022-03-16,WA,1442952,1196,12273,54
2022-03-17,WA,1443996,1044,12301,28
2022-03-18,WA,1445151,1155,12333,32
2022-03-19,WA,1446137,986,12333,0
2022-03-20,WA,1446588,451,12333,0
2022-03-21,WA,1446801,213,12355,22
2022-03-22,WA,1447655,854,12379,24
2022-03-23,WA,1448717,1062,12392,13
2022-03-24,WA,1449783,1066,12392,0
2022-03-25,WA,1451117,1334,12432,40
2022-03-26,WA,1452048,931,12432,0
2022-03-27,WA,1452626,578,12432,0
2022-03-28,WA,1453189,563,12454,22
2022-03-29,WA,1453815,626,12460,6
2022-03-30,WA,1454750,935,12478,18
2022-03-31,WA,1455581,831,12494,16
2022-04-01,WA,1456458,877,12510,16
2022-04-02,WA,1457216,758,12510,0
2022-04-03,WA,1457768,552,12510,0
2022-04-04,WA,1458387,619,12515,5
2022-04-05,WA,1459103,716,12527,12
2022-04-06,WA,1464315,5212,12544,17
2022-04-07,WA,1465416,1101,12554,10
2022-04-08,WA,1466843,1427,12566,12
2022-04-09,WA,1468012,1169,12566,0
2022-04-10,WA,1468901,889,12566,0
2022-04-11,WA,1469541,640,12566,0
2022-04-12,WA,1470295,754,12585,19
2022-04-13,WA,1471425,1130,12589,4
2022-04-14,WA,1472932,1507,12602,13
2022-04-15,WA,1474218,1286,12619,17
2022-04-16,WA,1475688,1470,12619,0
2022-04-17,WA,1476651,963,12619,0
2022-04-18,WA,1477577,926,12626,7
2022-04-19,WA,1478141,564,12645,19
2022-04-20,WA,1479279,1138,12650,5
2022-04-21,WA,1480771,1492,12660,10
2022-04-22,WA,1483050,2279,12657,-3
2022-04-23,WA,1486472,3422,12657,0
2022-04-24,WA,1487741,1269,12657,0
2022-04-25,WA,1489029,1288,12668,11
2022-04-26,WA,1490557,1528,12672,4
2022-04-27,WA,1492954,2397,12686,14
2022-04-28,WA,1495285,2331,12694,8
2022-04-29,WA,1497862,2577,12703,9
2022-04-30,WA,1500187,2325,12703,0
2022-05-01,WA,1501719,1532,12703,0
2022-05-02,WA,1503207,1488,12706,3
2022-05-03,WA,1505162,1955,12708,2
2022-05-04,WA,1507826,2664,12716,8
2022-05-05,WA,1510428,2602,12724,8
2022-05-06,WA,1511549,1121,12731,7
2022-05-07,WA,1515690,4141,12731,0
2022-05-08,WA,1517428,1738,12731,0
2022-05-09,WA,1519111,1683,12742,11
2022-05-10,WA,1521261,2150,12752,10
2022-05-11,WA,1523879,2618,12770,18
2022-05-12,WA,1527265,3386,12780,10
2022-05-13,WA,1530224,2959,12791,11
2022-05-14,WA,1533821,3597,12791,0
2022-05-15,WA,1535810,1989,12791,0
2022-05-16,WA,1537725,1915,12812,21
2022-05-17,WA,1540020,2295,12817,5
2022-05-18,WA,1543662,3642,12833,16
2022-05-19,WA,1547060,3398,12833,0
2022-05-20,WA,1552423,5363,12863,30
2022-05-21,WA,1553634,1211,12863,0
2022-05-22,WA,1557314,3680,12863,0
2022-05-23,WA,1558474,1160,12872,9
2022-05-24,WA,1560491,2017,12878,6
2022-05-25,WA,1564991,4500,12888,10
2022-05-26,WA,1569253,4262,12901,13
2022-05-27,WA,1573194,3941,12919,18
2022-05-28,WA,1576299,3105,12919,0
2022-05-29,WA,1578478,2179,12919,0
2022-05-30,WA,1580302,1824,12919,0
2022-05-31,WA,1581429,1127,12929,10
2022-06-01,WA,1583021,1592,12946,17
2022-06-02,WA,1586844,3823,12958,12
2022-06-03,WA,1590728,3884,12968,10
2022-06-04,WA,1594564,3836,12968,0
2022-06-05,WA,1596957,2393,12968,0
2022-06-06,WA,1598872,1915,12986,18
2022-06-07,WA,1601171,2299,13005,19
2022-06-08,WA,1604274,3103,13020,15
2022-06-09,WA,1607533,3259,13034,14
2022-06-10,WA,1610531,2998,13046,12
2022-06-11,WA,1613079,2548,13046,0
2022-06-12,WA,1615069,1990,13046,0
2022-06-13,WA,1616794,1725,13056,10
2022-06-14,WA,1619172,2378,13063,7
2022-06-15,WA,1622263,3091,13084,21
2022-06-16,WA,1625350,3087,13096,12
2022-06-17,WA,1628435,3085,13115,19
2022-06-18,WA,1631359,2924,13115,0
2022-06-19,WA,1633479,2120,13115,0
2022-06-20,WA,1635419,1940,13115,0
2022-06-21,WA,1637050,1631,13130,15
2022-06-22,WA,1639983,2933,13156,26
2022-06-23,WA,1643347,3364,13173,17
2022-06-24,WA,1646709,3362,13186,13
2022-06-25,WA,1649758,3049,13186,0
2022-06-26,WA,1652123,2365,13186,0
2022-06-27,WA,1654006,1883,13199,13
2022-06-28,WA,1655579,1573,13210,11
2022-06-29,WA,1659172,3593,13239,29
2022-06-30,WA,1662670,3498,13239,0
2022-07-01,WA,1666408,3738,13275,36
2022-07-02,WA,1669371,2963,13275,0
2022-07-03,WA,1671547,2176,13275,0
2022-07-04,WA,1673335,1788,13275,0
2022-07-05,WA,1674751,1416,13290,15
2022-07-06,WA,1676754,2003,13303,13
2022-07-07,WA,1680066,3312,13327,24
2022-07-08,WA,1683608,3542,13344,17
2022-07-09,WA,1686676,3068,13344,0
2022-07-10,WA,1689101,2425,13344,0
2022-07-11,WA,1690934,1833,13362,18
2022-07-12,WA,1692922,1988,13380,18
2022-07-13,WA,1695840,2918,13404,24
2022-07-14,WA,1698989,3149,13424,20
2022-07-15,WA,1701871,2882,13434,10
2022-07-16,WA,1705281,3410,13434,0
2022-07-17,WA,1707325,2044,13434,0
2022-07-18,WA,1709073,1748,13463,29
2022-07-19,WA,1711252,2179,13477,14
2022-07-20,WA,1713987,2735,13509,32
2022-07-21,WA,1717152,3165,13526,17
2022-07-22,WA,1719947,2795,13531,5
2022-07-23,WA,1722399,2452,13531,0
2022-07-24,WA,1724307,1908,13531,0
2022-07-25,WA,1725824,1517,13561,30
2022-07-26,WA,1727634,1810,13579,18
2022-07-27,WA,1730119,2485,13604,25
2022-07-28,WA,1732460,2341,13619,15
2022-07-29,WA,1735361,2901,13619,0
2022-07-30,WA,1737594,2233,13619,0
2022-07-31,WA,1739272,1678,13619,0
2022-08-01,WA,1740530,1258,13651,32
2022-08-02,WA,1742025,1495,13652,1
2022-08-03,WA,1744199,2174,13697,45
2022-08-04,WA,1746487,2288,13697,0
2022-08-05,WA,1748501,2014,13725,28
2022-08-06,WA,1750435,1934,13725,0
2022-08-07,WA,1751701,1266,13725,0
2022-08-08,WA,1752750,1049,13725,0
2022-08-09,WA,1754570,1820,13759,34
2022-08-10,WA,1756656,2086,13775,16
2022-08-11,WA,1758530,1874,13792,17
2022-08-12,WA,1760424,1894,13824,32
2022-08-13,WA,1762107,1683,13824,0
2022-08-14,WA,1763386,1279,13824,0
2022-08-15,WA,1764369,983,13843,19
2022-08-16,WA,1765567,1198,13843,0
2022-08-17,WA,1767132,1565,13886,43
2022-08-18,WA,1768805,1673,13886,0
2022-08-19,WA,1770511,1706,13920,34
2022-08-20,WA,1771931,1420,13920,0
2022-08-21,WA,1772947,1016,13920,0
2022-08-22,WA,1773723,776,13935,15
2022-08-23,WA,1774877,1154,13952,17
2022-08-24,WA,1776233,1356,13978,26
2022-08-25,WA,1777441,1208,13987,9
2022-08-26,WA,1778304,863,14005,18
2022-08-27,WA,1780854,2550,14005,0
2022-08-28,WA,1781711,857,14005,0
2022-08-29,WA,1782528,817,14010,5
2022-08-30,WA,1783545,1017,14021,11
2022-08-31,WA,1784633,1088,14039,18
2022-09-01,WA,1785866,1233,14059,20
2022-09-02,WA,1787122,1256,14066,7
2022-09-03,WA,1788202,1080,14066,0
2022-09-04,WA,1789052,850,14066,0
2022-09-05,WA,1789675,623,14066,0
2022-09-06,WA,1790178,503,14081,15
2022-09-07,WA,1790971,793,14103,22
2022-09-08,WA,1792187,1216,14103,0
2022-09-09,WA,1793488,1301,14103,0
2022-09-10,WA,1794477,989,14122,19
2022-09-11,WA,1795296,819,14122,0
2022-09-12,WA,1795909,613,14148,26
2022-09-13,WA,1796897,988,14166,18
2022-09-14,WA,1798083,1186,14184,18
2022-09-15,WA,1799414,1331,14184,0
2022-09-16,WA,1800734,1320,14199,15
2022-09-17,WA,1801943,1209,14199,0
2022-09-18,WA,1802775,832,14199,0
2022-09-19,WA,1803495,720,14215,16
2022-09-20,WA,1804442,947,14228,13
2022-09-21,WA,1805733,1291,14245,17
2022-09-22,WA,1807103,1370,14262,17
2022-09-23,WA,1808253,1150,14274,12
2022-09-24,WA,1809527,1274,14274,0
2022-09-25,WA,1810308,781,14274,0
2022-09-26,WA,1811003,695,14284,10
2022-09-27,WA,1812091,1088,14301,17
2022-09-28,WA,1813466,1375,14312,11
2022-09-29,WA,1814902,1436,14312,0
2022-09-30,WA,1816148,1246,14339,27
2022-10-01,WA,1817210,1062,14339,0
2022-10-02,WA,1817950,740,14339,0
2022-10-03,WA,1818585,635,14344,5
2022-10-04,WA,1819311,726,14359,15
2022-10-05,WA,1820460,1149,14375,16
2022-10-06,WA,1821634,1174,14378,3
2022-10-07,WA,1822539,905,14397,19
2022-10-08,WA,1823367,828,14397,0
2022-10-09,WA,1823964,597,14397,0
2022-10-10,WA,1824466,502,14400,3
2022-10-11,WA,1825120,654,14417,17
2022-10-12,WA,1825847,727,14430,13
2022-10-13,WA,1826824,977,14444,14
2022-10-14,WA,1827619,795,14450,6
2022-10-15,WA,1827631,12,14450,0
2022-10-16,WA,1827631,0,14450,0
2022-10-17,WA,1828906,1275,14464,14
2022-10-18,WA,1828918,12,14464,0
